table_name,city,ratio,method,accuracy,accuracy_std,precision,precision_std,recall,recall_std,f05,f05_std,n_exp_current,source_path,matrix_type
Table S.5,city1,0.15,MCP,0.9964693251533744,0.002169253930346773,0.9882612891024856,0.008065957944895594,0.9971574642126789,0.002219449929103381,0.9900197032077546,0.006737761633881133,100,results/other_methods/othermethods_merged_city1_ratio0.15.xlsx,merged
Table S.5,city1,0.15,Lasso,0.9920214723926379,0.004110542760090042,0.9735542866648099,0.0149429451659848,0.9960327198364008,0.002756112161772022,0.9779369122625315,0.01234684432061775,100,results/other_methods/othermethods_merged_city1_ratio0.15.xlsx,merged
Table S.5,city1,0.15,L0,0.93159509202454,0.01647013614001486,0.970142473346391,0.02276946815123108,0.8795705521472391,0.0214068431747116,0.950564404627888,0.02246001739966557,100,results/other_methods/othermethods_merged_city1_ratio0.15.xlsx,merged
Table S.5,city1,0.20,MCP,0.9928711656441719,0.003261392623905577,0.9832390337216248,0.008557553382264922,0.9958128834355829,0.002601536256068827,0.9857192395348882,0.007172368378667902,100,results/other_methods/othermethods_merged_city1_ratio0.20.xlsx,merged
Table S.5,city1,0.20,Lasso,0.9839079754601227,0.005760736196319008,0.9611893692452547,0.01545920382996627,0.9946165644171782,0.002570974898250504,0.9676581693100017,0.01273701890439387,100,results/other_methods/othermethods_merged_city1_ratio0.20.xlsx,merged
Table S.5,city1,0.20,L0,0.895920245398773,0.01971352376690215,0.968694242724231,0.01975155768524691,0.8787423312883434,0.01839189212564761,0.9492596806581313,0.01945599008235611,100,results/other_methods/othermethods_merged_city1_ratio0.20.xlsx,merged
Table S.5,city1,0.30,MCP,0.9825858895705523,0.004817387734555172,0.9754996676450709,0.007719400398646398,0.9939059304703476,0.002044580736188136,0.9791176813382174,0.006381554417641438,100,results/other_methods/othermethods_merged_city1_ratio0.30.xlsx,merged
Table S.5,city1,0.30,L0,0.8109141104294478,0.02849652571575955,0.9685858871071474,0.01193710214575088,0.879713701431493,0.01124327864876131,0.9494029632740743,0.0117790916588161,100,results/other_methods/othermethods_merged_city1_ratio0.30.xlsx,merged
Table S.5,city1,0.30,Lasso,0.9525092024539877,0.01551767576447562,0.9319898964199055,0.0200610059756841,0.9909815950920244,0.002801635991820043,0.9431567742595146,0.01664113713399681,100,results/other_methods/othermethods_merged_city1_ratio0.30.xlsx,merged
Table S.5,city2,0.15,MCP,0.9701801385681292,0.004520578601279441,0.9164622897942333,0.0150025019451035,0.956611909650924,0.007335827741771834,0.9241890683911048,0.01289082857852515,100,results/other_methods/othermethods_merged_city2_ratio0.15.xlsx,merged
Table S.5,city2,0.15,Lasso,0.9679014626635872,0.005789661411336926,0.9093858208812476,0.0173957135995552,0.9599075975359344,0.005955489235822545,0.9190136435275532,0.01462143004308025,100,results/other_methods/othermethods_merged_city2_ratio0.15.xlsx,merged
