table_name,city,ratio,method,accuracy,accuracy_std,precision,precision_std,recall,recall_std,f05,f05_std,n_exp_current,source_path,matrix_type
Table S.3,city1,0.15,MCP,0.9142345349354696,0.004455188210705233,0.7480249456508189,0.01564777695391739,0.7191394658753708,0.01350148367952522,0.7420492254811399,0.01485475272271912,100,results/other_methods/othermethods_original_city1_ratio0.15.xlsx,original
Table S.3,city1,0.15,Lasso,0.8848620382732529,0.006546690622298814,0.6943111594489634,0.01621239129472,0.8133827893175075,0.02004953405957675,0.715123725000305,0.01391827822957347,100,results/other_methods/othermethods_original_city1_ratio0.15.xlsx,original
Table S.3,city1,0.15,L0,0.8672785936804628,0.007186318869154378,0.753694243589913,0.02227874304671486,0.4955786350148368,0.01457178758319203,0.6825900473700921,0.02013871499503151,100,results/other_methods/othermethods_original_city1_ratio0.15.xlsx,original
Table S.3,city1,0.20,MCP,0.8844526034712951,0.005249735244293651,0.7567270418995458,0.01280397617562487,0.7187193763919822,0.01174618669697231,0.7487942643454786,0.01218718346243996,100,results/other_methods/othermethods_original_city1_ratio0.20.xlsx,original
Table S.3,city1,0.20,Lasso,0.841326212728082,0.007808713427342866,0.6952269617921946,0.01465852876158883,0.819955456570156,0.01746298452705379,0.7169391162935984,0.01250662234756749,100,results/other_methods/othermethods_original_city1_ratio0.20.xlsx,original
Table S.3,city1,0.20,L0,0.8149888740542945,0.009262739433516163,0.7614916516323507,0.01911887057376234,0.5010801781737193,0.01281587223399754,0.6897939121554344,0.01739919469607449,100,results/other_methods/othermethods_original_city1_ratio0.20.xlsx,original
Table S.3,city1,0.30,MCP,0.8213106364040945,0.006559022333978299,0.7745468159451828,0.01147686740069022,0.7178783382789318,0.009343353274003863,0.7624916556038666,0.01042187391649038,100,results/other_methods/othermethods_original_city1_ratio0.30.xlsx,original
Table S.3,city1,0.30,Lasso,0.7460235870048953,0.0126845015240179,0.6993943632403962,0.01448848984481633,0.8286350148367952,0.01393039972213248,0.7218351782346625,0.01241090773344203,100,results/other_methods/othermethods_original_city1_ratio0.30.xlsx,original
Table S.3,city1,0.30,L0,0.7054717400979085,0.01298682969435033,0.7840733132597513,0.01493931171705468,0.5164020771513352,0.009936164782514577,0.7104248759591871,0.01356620771336296,100,results/other_methods/othermethods_original_city1_ratio0.30.xlsx,original
Table S.3,city2,0.15,MCP,0.8831029781879195,0.005520460429988508,0.663102731083741,0.01571814747682453,0.6482027972027973,0.01067172963896725,0.6600150424267016,0.01366581548876393,100,results/other_methods/othermethods_original_city2_ratio0.15.xlsx,original
Table S.3,city2,0.15,Lasso,0.846463926174497,0.01045417897984587,0.6145307483940531,0.01454873510460431,0.761055944055944,0.01433334281049044,0.6390626133039936,0.01284421555038096,100,results/other_methods/othermethods_original_city2_ratio0.15.xlsx,original
Table S.3,city2,0.15,L0,0.8464985318791947,0.006917378969841413,0.69838562219168,0.01878226221406021,0.3688461538461539,0.009981338644220905,0.592511096440366,0.01595591713953442,100,results/other_methods/othermethods_original_city2_ratio0.15.xlsx,original
Table S.3,city2,0.20,MCP,0.8379289010067115,0.005870563395887978,0.6669363112840675,0.01278145758008612,0.6395490298898795,0.009069500260397507,0.6612370151629822,0.01108998372428317,100,results/other_methods/othermethods_original_city2_ratio0.20.xlsx,original
Table S.3,city2,0.20,Lasso,0.7848238255033557,0.01370087807025341,0.6114435391671553,0.0147889960554111,0.7591033036182486,0.01281877636154771,0.6361002173985209,0.01258087951276216,100,results/other_methods/othermethods_original_city2_ratio0.20.xlsx,original
Table S.3,city2,0.20,L0,0.7885864093959731,0.007365697760707706,0.6996196249680778,0.01742837500873291,0.369837441006817,0.00910197443772302,0.5937332781597029,0.01472399144194935,100,results/other_methods/othermethods_original_city2_ratio0.20.xlsx,original
Table S.3,city2,0.30,MCP,0.7332298657718122,0.02001141013524219,0.6695019254816269,0.02419267026215442,0.6287307692307692,0.01121751726231103,0.6606899689021953,0.01845244042203633,100,results/other_methods/othermethods_original_city2_ratio0.30.xlsx,original
Table S.3,city2,0.30,Lasso,0.6447179110738256,0.01919289129026988,0.603930271595534,0.01348297009651648,0.7523986013986014,0.01272689041153282,0.6286724785758122,0.01176597605669362,100,results/other_methods/othermethods_original_city2_ratio0.30.xlsx,original
Table S.3,city2,0.30,L0,0.6707885906040267,0.007855118596957464,0.7109256102981925,0.01355272340810981,0.3758986013986014,0.007214203576195309,0.6033717623110837,0.01151717734284167,100,results/other_methods/othermethods_original_city2_ratio0.30.xlsx,original
Table S.3,city3,0.15,MCP,0.8686715201941411,0.002737911815511438,0.6077672826345355,0.008931466335238983,0.5671983356449375,0.008160421393235712,0.599178767476158,0.0081674183371486,100,results/other_methods/othermethods_original_city3_ratio0.15.xlsx,original
Table S.3,city3,0.15,Lasso,0.8315420350147339,0.01543181179690336,0.5804055034344027,0.008756564084300998,0.6726051779935274,0.01918998274413971,0.5966443088204533,0.006738189408236712,100,results/other_methods/othermethods_original_city3_ratio0.15.xlsx,original
Table S.3,city3,0.15,L0,0.8437750043335067,0.003941828393111095,0.624092046512277,0.01022760718500783,0.3331992602866389,0.005371402337210882,0.5313200865622362,0.008653298934094087,100,results/other_methods/othermethods_original_city3_ratio0.15.xlsx,original
Table S.3,city3,0.20,MCP,0.8242173686947478,0.003861717323289505,0.6221215189574671,0.00842059914511619,0.5655434217368694,0.00610894876905319,0.6098999338519904,0.007197624585282265,100,results/other_methods/othermethods_original_city3_ratio0.20.xlsx,original
Table S.3,city3,0.20,Lasso,0.7706611197781243,0.02075568630614594,0.5929403372711165,0.008796777108365175,0.6834078696481193,0.01862047546941577,0.6089373673790703,0.006152539374671417,100,results/other_methods/othermethods_original_city3_ratio0.20.xlsx,original
Table S.3,city3,0.20,L0,0.7865931703934825,0.004415692374412578,0.6418526036439512,0.009753159038650082,0.3428011787138152,0.005242147858426915,0.5465014970055758,0.008316142009971442,100,results/other_methods/othermethods_original_city3_ratio0.20.xlsx,original
Table S.3,city3,0.30,Lasso,0.6516449991332988,0.02738199679964586,0.6213629457142291,0.006911461346722629,0.7030047382410727,0.01629937246380525,0.6360448071433215,0.004553843864868522,100,results/other_methods/othermethods_original_city3_ratio0.30.xlsx,original
Table S.3,city3,0.30,MCP,0.7366462125151674,0.00631839386412803,0.6556909816131027,0.009045444585280789,0.564392696174737,0.005151526456232208,0.6351101458283447,0.006838582930035374,100,results/other_methods/othermethods_original_city3_ratio0.30.xlsx,original
Table S.3,city3,0.30,L0,0.671161379788525,0.004879893654553743,0.6748254856765891,0.007520665881770876,0.3605142725066451,0.004041287340497744,0.5746283953211058,0.006410526869934897,100,results/other_methods/othermethods_original_city3_ratio0.30.xlsx,original
