table_name,city,ratio,method,accuracy,accuracy_std,precision,precision_std,recall,recall_std,f05,f05_std,n_exp_current,source_path,matrix_type
Table S.4,city1,0.01,Lasso,0.9999846625766871,0.0001526054351390512,0.9991428571428571,0.008528463746628176,1.0,0.0,0.9993023255813953,0.006941772817022942,100,results/other_methods/othermethods_merged_city1_ratio0.01.xlsx,merged
Table S.4,city1,0.01,MCP,0.9999509202453987,0.0002156858384202067,0.9967720906544437,0.01426839735946294,0.9996875,0.003109335740958186,0.9973249736650192,0.01181788503957379,100,results/other_methods/othermethods_merged_city1_ratio0.01.xlsx,merged
Table S.4,city1,0.01,L0,0.9986257668711658,0.0009104592127160265,0.9930636604774535,0.03088042140860815,0.89875,0.03033665274877899,0.9726296149090266,0.03056478039642488,100,results/other_methods/othermethods_merged_city1_ratio0.01.xlsx,merged
Table S.4,city1,0.05,MCP,0.9995122699386504,0.0006928645969403012,0.9946825587978368,0.008004806084376927,0.99920245398773,0.002063211254085907,0.9955749592912028,0.00664321703109064,100,results/other_methods/othermethods_merged_city1_ratio0.05.xlsx,merged
Table S.4,city1,0.05,Lasso,0.999463190184049,0.0008438370983729351,0.9944548077119592,0.009471958475241592,0.9985889570552148,0.002858527056986923,0.9952683363199643,0.007961931364561952,100,results/other_methods/othermethods_merged_city1_ratio0.05.xlsx,merged
Table S.4,city1,0.05,L0,0.9859386503067484,0.005186085199298279,0.9732262513515806,0.03087128827959067,0.8805521472392637,0.02929992240555439,0.9531435026268045,0.03027103490301315,100,results/other_methods/othermethods_merged_city1_ratio0.05.xlsx,merged
Table S.4,city1,0.10,MCP,0.9982515337423311,0.001448879224370488,0.9910348918185875,0.00797934982721429,0.9978834355828221,0.002627851646432794,0.9923897771800785,0.006735209461400893,100,results/other_methods/othermethods_merged_city1_ratio0.10.xlsx,merged
Table S.4,city1,0.10,Lasso,0.9966840490797546,0.00249078810176818,0.9826454477369492,0.01406415567462493,0.9966257668711657,0.002893859242962139,0.9853830545653917,0.01163657340143668,100,results/other_methods/othermethods_merged_city1_ratio0.10.xlsx,merged
Table S.4,city1,0.10,L0,0.9604294478527607,0.01240758680486653,0.9604434799024147,0.03855747959039744,0.8706441717791411,0.03537078509951697,0.9410251143162328,0.03779702198928035,100,results/other_methods/othermethods_merged_city1_ratio0.10.xlsx,merged
Table S.4,city2,0.01,Lasso,0.9998860662047729,0.0002689933645174552,0.9942967166850049,0.01549996572148497,0.99796875,0.005700448858423344,0.9949987762184547,0.01313578083645252,100,results/other_methods/othermethods_merged_city2_ratio0.01.xlsx,merged
Table S.4,city2,0.01,MCP,0.999504234026174,0.0005397902725676776,0.9708447726907175,0.03161656581737168,0.99640625,0.008798692640813179,0.975712103211163,0.02649587326215272,100,results/other_methods/othermethods_merged_city2_ratio0.01.xlsx,merged
Table S.4,city2,0.01,L0,0.9971285604311007,0.0008858986470997999,0.9943714285714287,0.01569782281027927,0.77484375,0.01399201083431184,0.9410387529137532,0.01512264843335585,100,results/other_methods/othermethods_merged_city2_ratio0.01.xlsx,merged
Table S.4,city2,0.05,Lasso,0.996523479599692,0.00157348193435604,0.9666318922575264,0.01856041148275724,0.9868827160493828,0.006639390359351512,0.9705636977152707,0.01549162892792772,100,results/other_methods/othermethods_merged_city2_ratio0.05.xlsx,merged
Table S.4,city2,0.05,MCP,0.9949237875288685,0.001679901828691676,0.9485891740029527,0.01872623474643693,0.9820061728395062,0.007586002861502439,0.9550450879785428,0.01598326046004504,100,results/other_methods/othermethods_merged_city2_ratio0.05.xlsx,merged
Table S.4,city2,0.05,L0,0.9760723633564278,0.004852063735633846,0.9587774195063168,0.02696417224221812,0.7435802469135804,0.02242992780487968,0.9063094423198551,0.02580721176125246,100,results/other_methods/othermethods_merged_city2_ratio0.05.xlsx,merged
Table S.4,city2,0.10,Lasso,0.9856874518860661,0.003408145878496234,0.9362511914581522,0.01799604872575175,0.9731432973805858,0.006214177756161543,0.9433589236472092,0.01517963825867033,100,results/other_methods/othermethods_merged_city2_ratio0.10.xlsx,merged
Table S.4,city2,0.10,MCP,0.9846096997690532,0.003685252332876595,0.9302278180903509,0.01920724733672988,0.968166409861325,0.006898454967494849,0.9375284464650966,0.01638093088368742,100,results/other_methods/othermethods_merged_city2_ratio0.10.xlsx,merged
Table S.4,city2,0.10,L0,0.9393856812933024,0.01122015697520962,0.9487528996793608,0.02275703193079828,0.7371648690292758,0.01784464465198443,0.8972451946588449,0.02155927731809647,100,results/other_methods/othermethods_merged_city2_ratio0.10.xlsx,merged
Table S.4,city3,0.01,Lasso,0.9999179833554457,0.0002117637757768109,0.9965282422949439,0.006656172355830295,0.9989696969696971,0.002432561483683583,0.997010779391713,0.005657159284617718,100,results/other_methods/othermethods_merged_city3_ratio0.01.xlsx,merged
Table S.4,city3,0.01,MCP,0.9998836087323604,0.0001591573748437103,0.9934570528948551,0.009407496815261252,0.999030303030303,0.002221854882402846,0.9945531439458771,0.007676229840692596,100,results/other_methods/othermethods_merged_city3_ratio0.01.xlsx,merged
Table S.4,city3,0.01,L0,0.9986406947292243,0.000783120240448533,0.9869733893557422,0.02927175669397834,0.9179999999999998,0.03759974796234618,0.9722508139929481,0.03035118844424601,100,results/other_methods/othermethods_merged_city3_ratio0.01.xlsx,merged
Table S.4,city3,0.05,Lasso,0.9981781449764806,0.005863777123877922,0.9926734459536297,0.005728767556855098,0.9966224366706878,0.002137520524326821,0.9934569285957104,0.004847856789695396,100,results/other_methods/othermethods_merged_city3_ratio0.05.xlsx,merged
Table S.4,city3,0.05,MCP,0.9982161379809432,0.0008285566644431195,0.9796484462833897,0.01077082081348607,0.9949095295536791,0.00262391330082425,0.9826457915637284,0.008851227689834474,100,results/other_methods/othermethods_merged_city3_ratio0.05.xlsx,merged
Table S.4,city3,0.05,L0,0.9854571221806779,0.004657137621323521,0.9677381995729077,0.02901612933932602,0.8979131483715319,0.02871874179132227,0.952907779907676,0.02883810807075331,100,results/other_methods/othermethods_merged_city3_ratio0.05.xlsx,merged
Table S.4,city3,0.10,Lasso,0.9922464117718005,0.01745233495949027,0.9873460020606113,0.005631938160881563,0.9932810615199037,0.001972947278632013,0.9885236639697402,0.004760366159302774,100,results/other_methods/othermethods_merged_city3_ratio0.10.xlsx,merged
